id,jid,jobname,salary,workExp,eduLevel,cname,ctype,csize,jobtype,cityname
8899,CC415129110J00156054208,高性能计算作业管理研发岗-中心,5K-10K,不限,硕士,山东省计算中心,事业单位,100-499人,公务员/事业单位/科研机构,济南
8900,CC415129110J00156077308,前沿IT技术实训课程研发岗-中心,5K-10K,不限,硕士,山东省计算中心,事业单位,100-499人,公务员/事业单位/科研机构,济南
8901,CC570037538J00300709702,软件开发工程师,6K-8K,不限,大专,上海点晟信息科技有限公司,民营,100-499人,软件/互联网开发/系统集成,威海
8902,CZ731288250J00139622209,IT、计算机、软件开发、CAD制图、机械设计制造、农学园艺、畜牧,10K-15K,不限,大专,烟台和易国际经济技术合作有限公司,民营,20-99人,软件/互联网开发/系统集成,济宁
8903,CZ655439980J00182502811,php程序员,4K-6K,1-3年,学历不限,山东双维元信息科技有限公司,民营,20-99人,软件/互联网开发/系统集成,济南
8904,CC611014838J00141604511,技术总监（视频监控AI）,15K-25K,5-10年,硕士,创视睿科技有限公司,外商独资,1000-9999人,客服/售前/售后技术支持,济南
8905,CZ488900830J00168945913,网络科技-数据库开发工程师,6K-10K,不限,本科,智慧航海(青岛)科技有限公司,民营,100-499人,软件/互联网开发/系统集成,青岛
8906,CC132067437J00121566014,交通大数据架构师,薪资面议,5-10年,本科,青岛海信网络科技股份有限公司,国企,500-999人,软件/互联网开发/系统集成,青岛
8907,CC145171646J00186121605,算法工程师（图像识别/人脸识别/识别技术）,8K-12K,3-5年,本科,青岛中科英泰商用系统股份有限公司,民营,100-499人,软件/互联网开发/系统集成,青岛
8908,CC120752053J00202674706,后端开发工程师,10K-20K,3-5年,本科,中泰证券股份有限公司,国企,1000-9999人,软件/互联网开发/系统集成,济南
8909,CC184734515J00248211804,运维开发工程师,10K-15K,3-5年,大专,青岛山海天文化传媒有限公司,民营,20-99人,IT运维/技术支持,青岛
8910,CC468509930J00053093209,运维工程师  可实习,4K-8K,不限,大专,山东织雀信息科技有限公司,民营,100-499人,IT运维/技术支持,青岛
8911,CZ604782230J00027095610,高级java工程师,8K-15K,3-5年,本科,济南极优智能科技有限公司,合资,20-99人,软件/互联网开发/系统集成,济南
8912,CC293256881J00159134310,技术支持工程师,15K-25K,5-10年,本科,北京智康通达信息技术有限公司,民营,20-99人,IT运维/技术支持,东营
8913,CC120564559J00242977908,数据开发工程师（烟台）,7K-14K,3-5年,本科,深圳市长亮科技股份有限公司,上市公司,1000-9999人,软件/互联网开发/系统集成,烟台
8914,CC711040180J00163841215,大数据实习生,4K-6K,不限,大专,青岛青一融创旅游文化管理有限公司,民营,100-499人,实习生/培训生/储备干部,青岛
8915,CC468509930J00053092709,运维工程师  可实习,4K-8K,不限,大专,山东织雀信息科技有限公司,民营,100-499人,IT运维/技术支持,济南
8916,CC139003464J00196108503,数据库开发工程师（知识产权交易中心）,薪资面议,1-3年,本科,济南高新控股集团有限公司,国企,500-999人,软件/互联网开发/系统集成,济南
8917,CC365201482J00116286509,海洋信息产品研发工程师,6K-10K,不限,本科,哈尔滨哈船导航技术有限公司,民营,20-99人,软件/互联网开发/系统集成,青岛
8918,CC581152330J00114711113,大数据开发工程师,7K-14K,不限,硕士,青岛青软智创信息科技有限公司,民营,20人以下,软件/互联网开发/系统集成,青岛
8919,CC709119421J00402407707,【28万顶薪】 linux运维工程师 - Topgames 互联网游戏公司,8K-16K,不限,本科,上海敬游软件科技有限公司,民营,100-499人,IT运维/技术支持,青岛
8920,CZ731288250J00139623409,IT、计算机、软件、CAD、机械设计制造、电子、农学园艺、畜牧,10K-15K,不限,大专,烟台和易国际经济技术合作有限公司,民营,20-99人,软件/互联网开发/系统集成,临沂
8921,CC422294580J00086177914,linux运维,4K-6K,1-3年,大专,烟台星商电子商务有限公司,民营,100-499人,IT运维/技术支持,烟台
8922,CZ844556300J00138787409,软件研发工程师,5.5K-7K,不限,本科,威海天之卫网络空间安全科技有限公司,民营,20-99人,软件/互联网开发/系统集成,威海
8923,CC298116912J00304486404,数据开发工程师,8K-10K,1-3年,本科,烟台华莱数据技术有限公司,民营,20-99人,软件/互联网开发/系统集成,烟台
8924,CZ844556300J00135576709,研发实习生,1K-2K,无经验,本科,威海天之卫网络空间安全科技有限公司,民营,20-99人,软件/互联网开发/系统集成,威海
8925,CC847905550J00132785112,生物信息工程师  -源宜医学,3.5K-5.5K,1年以下,本科,源宜(山东)基因科技股份有限公司,股份制企业,20-99人,生物/制药/医疗器械,潍坊
8926,CC344761789J00384123203,云计算运维讲师/导师,6K-10K,1-3年,本科,山东一道云信息科技发展有限公司,股份制企业,100-499人,IT运维/技术支持,威海
8927,CC252802011J00311549702,信息开发主管,5K-10K,3-5年,本科,永昌路桥集团有限公司,民营,500-999人,软件/互联网开发/系统集成,济宁
8928,CZ844556300J00138968809,系统开发工程师,5.5K-7K,不限,大专,威海天之卫网络空间安全科技有限公司,民营,20-99人,软件/互联网开发/系统集成,威海
8929,CC849272990J00172356111,职位：技术美术,4K-6K,1-3年,大专,山东九八网络科技有限公司,股份制企业,100-499人,艺术/设计,潍坊
8930,CZ844833240J00198859011,安卓应用工程师,8K-10K,不限,本科,青岛卓众企业管理咨询有限公司,股份制企业,不限,软件/互联网开发/系统集成,淄博
8931,CZ834109450J00149563711,高级安全工程师 -安全攻防方向,15K-20K,3-5年,学历不限,山东天王医康大数据科技有限公司,其它,100-499人,IT运维/技术支持,潍坊
8932,CZ481725530J00176548511,oracle DBA,15K-20K,不限,学历不限,北京海成轩科技有限公司,民营,不限,IT运维/技术支持,济南
8933,CC320510830J00160435110,赴日  软件工程师,20K-40K,1-3年,本科,哇哦科技(北京)有限公司,民营,20-99人,软件/互联网开发/系统集成,威海
8934,CC381269430J00176594411,重点项目运维工程师,6K-8K,1-3年,本科,济南天速互动信息科技有限公司,民营,20-99人,IT运维/技术支持,济南
8935,CC352910920J90250396000,网络安全,4K-6K,1-3年,大专,愉悦家纺有限公司,国企,1000-9999人,IT运维/技术支持,滨州
8936,CC711040180J00163347115,项目助理实习,2K-4K,不限,大专,青岛青一融创旅游文化管理有限公司,民营,100-499人,项目管理/项目协调,青岛
8937,CC694843721J00164124715,国企诚聘软件开发工程师,10K-15K,不限,硕士,青岛国合房地产开发有限公司,民营,100-499人,软件/互联网开发/系统集成,青岛
8938,CC686944420J00125439203,算法工程师,8K-13K,不限,本科,青岛百洋智能科技股份有限公司,民营,100-499人,软件/互联网开发/系统集成,青岛
8939,CC298116912J00170761804,大数据开发工程师,8K-10K,1-3年,本科,烟台华莱数据技术有限公司,民营,20-99人,软件/互联网开发/系统集成,烟台
8940,CC295947236J00054991113,软件研发岗,9K-18K,1-3年,本科,中国联合网络通信有限公司软件研究院,国企,1000-9999人,软件/互联网开发/系统集成,济南
8941,CC872210870J00186197011,人工智能研究人员,5K-8K,3-5年,本科,中船人因工程研究院(青岛)有限公司,国企,20-99人,公务员/事业单位/科研机构,青岛
8942,CC415129110J00156060008,数据挖掘/分析工程师 -中心,5K-10K,不限,硕士,山东省计算中心,事业单位,100-499人,公务员/事业单位/科研机构,济南
8943,CC465690980J00171133511,高级数据分析专家,20K-30K,3-5年,大专,济南餐赢餐饮管理咨询有限公司,民营,100-499人,销售行政/商务,济南
8944,CZ488900830J00160608513,大数据开发工程师,10K-15K,不限,本科,智慧航海(青岛)科技有限公司,民营,100-499人,软件/互联网开发/系统集成,青岛
8945,CZ402116720J00293907301,日本直招 对日（赴日）IT软件工程师,15K-20K,不限,大专,江西省标正技术工程有限公司,民营,20-99人,软件/互联网开发/系统集成,济南
8946,CC121066847J00109231210,测试工程师（移动端）,薪资面议,3-5年,本科,海尔家电产业集团-Uhome平台,其它,20人以下,IT质量管理/测试/配置管理,青岛
8947,CC468509930J00053093109,运维工程师  可实习,4K-8K,不限,大专,山东织雀信息科技有限公司,民营,100-499人,IT运维/技术支持,泰安
8948,CC660896520J00109893015,高级java开发工程师,8K-12K,5-10年,本科,山东隆众信息技术有限公司,民营,500-999人,软件/互联网开发/系统集成,淄博
8949,CC415129110J00156057508,深度学习研发岗-中心,5K-10K,不限,硕士,山东省计算中心,事业单位,100-499人,公务员/事业单位/科研机构,济南
8950,CZ815390470J00198534411,后台开发,4K-6K,1-3年,本科,山东礼信达信息技术有限公司,民营,不限,软件/互联网开发/系统集成,济南
8951,CC298116912J00170690704,大数据架构师,15K-20K,1-3年,本科,烟台华莱数据技术有限公司,民营,20-99人,软件/互联网开发/系统集成,烟台
8952,CZ804846570J00054084210,机器学习算法工程师,8K-10K,不限,学历不限,烟台知觉线智能科技有限公司,民营,20-99人,软件/互联网开发/系统集成,烟台
8953,CC590743821J00297247107,大数据工程师,10K-15K,3-5年,大专,济南安众信息科技有限公司,民营,20-99人,软件/互联网开发/系统集成,济南
8954,CC296955331J00228199706,php开发工程师,8K-12K,3-5年,中专,山东智钜网络科技有限公司,民营,20-99人,软件/互联网开发/系统集成,济南
8955,CZ320133180J00218930607,算法客座研究生,2K-4K,无经验,硕士,山东摩西网络科技有限公司,民营,20-99人,软件/互联网开发/系统集成,烟台
8956,CC132500142J00342984807,程序员,4K-7K,1-3年,大专,青岛大摩证券投资有限公司,民营,100-499人,软件/互联网开发/系统集成,青岛
8957,CC415129110J00156055508,高通量计算研发岗 -中心,5K-10K,不限,硕士,山东省计算中心,事业单位,100-499人,公务员/事业单位/科研机构,济南
8958,CC415129110J00156056808,材料基因数据挖掘研发岗-中心,5K-10K,不限,硕士,山东省计算中心,事业单位,100-499人,公务员/事业单位/科研机构,济南
8959,CC220645826J00312909707, Java项目经理/高级Java工程师,8K-12K,3-5年,本科,济南傲翼网络科技有限公司,民营,20-99人,IT管理/项目协调,济南
8960,CC365201482J00116290809,分析预报算法开发工程师,6K-10K,不限,本科,哈尔滨哈船导航技术有限公司,民营,20-99人,软件/互联网开发/系统集成,青岛
8961,CC552263828J90250003000,高级PHP工程师,8K-10K,1-3年,本科,山东大众报业集团半岛传媒股份有限公司,其它,500-999人,软件/互联网开发/系统集成,青岛
8962,CC296955331J00089215606,php项目经理,8K-12K,3-5年,中专,山东智钜网络科技有限公司,民营,20-99人,软件/互联网开发/系统集成,济南
8963,CZ731288250J00139622109,IT、计算机、软件开发、CAD制图、机械设计制造、农学园艺、畜牧,10K-15K,不限,大专,烟台和易国际经济技术合作有限公司,民营,20-99人,软件/互联网开发/系统集成,临沂
8964,CC847128950J00156127012,人工智能工程师,8K-10K,不限,大专,山东东鼎电气有限公司,股份制企业,20人以下,软件/互联网开发/系统集成,济南
8965,CC135918202J00290404705,算法工程师,20K-30K,1-3年,本科,青岛方天科技股份有限公司,股份制企业,100-499人,软件/互联网开发/系统集成,济南
8966,CC132067437J90290671000,测试专家,薪资面议,不限,本科,青岛海信电器股份有限公司-海视云,国企,100-499人,IT质量管理/测试/配置管理,青岛
8967,CZ834109450J00149563411,高级安全工程师-安全开发方向,15K-20K,3-5年,本科,山东天王医康大数据科技有限公司,其它,100-499人,IT运维/技术支持,潍坊
8968,CC345448788J00165196413,算法工程师（AI方向）,8K-12K,无经验,硕士,青岛清原精准农业科技有限公司,股份制企业,20-99人,软件/互联网开发/系统集成,青岛
8969,CC661580422J90250121000,Linux软件工程师,10K-15K,不限,学历不限,北京中睿天下信息技术有限公司,其它,100-499人,软件/互联网开发/系统集成,济南
8970,CC316393286J00130997709,人工智能工程师（烟台莱州）,6K-12K,1-3年,本科,山东华信清算重组集团有限公司,民营,20-99人,软件/互联网开发/系统集成,烟台
8971,CC490680388J00148877614,人工智能 平台运维,8K-10K,1-3年,本科,北京国电海通科技发展有限公司济南分公司,民营,100-499人,IT运维/技术支持,济南
8972,CC000001422J00172447411,Support Engineer/技术支持工程师275024,10K-15K,不限,本科,Ericsson/爱立信,外商独资,1000-9999人,IT运维/技术支持,青岛
8973,CC422294580J00098746114,高级软件开发,7K-9K,3-5年,本科,烟台星商电子商务有限公司,民营,100-499人,软件/互联网开发/系统集成,烟台
8974,CC341820686J00328159905,php开发工程师,6K-10K,1-3年,本科,青岛联合菌业科技发展有限公司,股份制企业,100-499人,软件/互联网开发/系统集成,青岛
8975,CC703340825J00261085503,软件测试,8K-12K,5-10年,本科,山东百川图书有限公司,股份制企业,100-499人,IT质量管理/测试/配置管理,济南
8976,CC422294580J00054427014,软件开发工程师,5K-8K,不限,本科,烟台星商电子商务有限公司,民营,100-499人,软件/互联网开发/系统集成,烟台
8977,CC132067437J00094884214,海外运维工程师,薪资面议,5-10年,本科,青岛海信电器股份有限公司-海视云,国企,100-499人,IT运维/技术支持,青岛
8978,CZ815390470J00198545111,Java开发W,6K-8K,1-3年,本科,山东礼信达信息技术有限公司,民营,不限,软件/互联网开发/系统集成,济南
8979,CC132067437J90291020000,互联网软件测试工程师,薪资面议,无经验,本科,青岛海信电器股份有限公司-海视云,国企,100-499人,IT质量管理/测试/配置管理,青岛
8980,CC243786714J00309337908,后端开发,10K-15K,5-10年,大专,青岛徐工机械销售服务有限公司,民营,20-99人,软件/互联网开发/系统集成,青岛
8981,CC132067437J90290500000,软件测试工程师,薪资面议,不限,本科,青岛海信智慧家居系统股份有限公司,国企,100-499人,IT质量管理/测试/配置管理,青岛
8982,CC000001422J00172226111,Support Engineer/技术支持工程师 275024,10K-15K,不限,本科,Ericsson/爱立信,外商独资,1000-9999人,软件/互联网开发/系统集成,济南
8983,CC422294580J00098744414,中级软件开发,6K-8K,3-5年,本科,烟台星商电子商务有限公司,民营,100-499人,软件/互联网开发/系统集成,烟台
8984,CC132067437J90288939000,高级算法/数据挖掘工程师,薪资面议,3-5年,本科,青岛海信电器股份有限公司-海视云,国企,100-499人,软件/互联网开发/系统集成,青岛
8985,CC132067437J00105589414,高级算法工程师,薪资面议,不限,博士,青岛海信网络科技股份有限公司,国企,500-999人,软件/互联网开发/系统集成,青岛
8986,CC415129110J00156053508,超算互联网研发岗 -中心,5K-10K,不限,硕士,山东省计算中心,事业单位,100-499人,公务员/事业单位/科研机构,济南
8987,CC249365817J00294285506,大数据工程师-数据治理,10K-20K,3-5年,大专,南京嘉环科技有限公司,民营,1000-9999人,电信/通信技术开发及应用,济南
8988,CC468278719J00302603908,AI算法工程师,10K-20K,1-3年,硕士,烟台创迹软件有限公司,外商独资,500-999人,软件/互联网开发/系统集成,烟台
8989,CC132067437J00105591514,大数据专家,薪资面议,不限,博士,青岛海信网络科技股份有限公司,国企,500-999人,软件/互联网开发/系统集成,青岛
8990,CC139131348J00147607613,数据分析,6K-8K,3-5年,本科,亚信科技(中国)有限公司,民营,10000人以上,咨询/顾问/调研/数据分析,济南
8991,CC822855230J00148817814,算法工程师,15K-20K,不限,大专,山东中能信控能源科技有限公司,民营,20-99人,软件/互联网开发/系统集成,济南
8992,CC692240023J00126506610,软件研发工程师,4K-8K,不限,大专,山东省科学院激光研究所,事业单位,100-499人,软件/互联网开发/系统集成,济南
8993,CC489467930J00143222309,NLP算法工程师,15K-20K,3-5年,本科,青岛东石教育咨询有限公司,国企,20-99人,软件/互联网开发/系统集成,青岛
8994,CC552263828J00124920609,大数据架构师,10K-20K,3-5年,本科,山东大众报业集团半岛传媒股份有限公司,其它,500-999人,软件/互联网开发/系统集成,青岛
8995,CC147607283J90250141000,服务端开发工程师（手游）,6K-12K,不限,学历不限,成都蓝飞互娱科技有限公司青岛分公司,民营,20-99人,软件/互联网开发/系统集成,青岛
8996,CZ719900330J00126880012,前端开发工程师,6K-10K,1-3年,大专,山东鲁班精装小镇运营管理有限公司,民营,不限,软件/互联网开发/系统集成,临沂
8997,CC237291887J00418203505,电力软件实施工程师,6K-10K,3-5年,大专,山东昭元信息科技有限公司,其它,20-99人,软件/互联网开发/系统集成,济南
8998,CC290821112J00296614308,巡检机器人软件开发,10K-15K,不限,硕士,山东比亚科技有限公司,民营,100-499人,软件/互联网开发/系统集成,济南
8999,CZ711563230J00149805509,软件测试工程师,3K-6K,不限,大专,泰山信息科技有限公司,股份制企业,100-499人,IT质量管理/测试/配置管理,泰安
9000,CC515642289J00090177811,中级Java开发工程师,6K-8K,3-5年,本科,山东热键软件科技有限公司,民营,20-99人,软件/互联网开发/系统集成,泰安
9001,CC345942886J00440340501,人工智能工程师（算法）,8K-12K,1-3年,大专,济宁市聚真宝网络科技有限公司,民营,20-99人,软件/互联网开发/系统集成,济宁
9002,CZ844875810J00136020012,区块链,10K-18K,3-5年,学历不限,佰汇网络科技(山东)有限公司,民营,20-99人,软件/互联网开发/系统集成,济南
9003,CZ723298450J00142202809,DBA工程师,12K-16K,3-5年,大专,青岛奥斯维德网络科技有限公司,民营,100-499人,IT运维/技术支持,青岛
9004,CC531614730J90250363000,大数据研究中心Java 后端开发工程师,6K-8K,3-5年,本科,浙江大学山东工业技术研究院,事业单位,100-499人,软件/互联网开发/系统集成,枣庄
9005,CC868435550J00146240210,少儿编程老师 ,5K-8K,1-3年,大专,青岛极客晨星教育科技有限公司,民营,20人以下,教育/培训,青岛
9006,CC415129110J00156082408,生物电信号智能分析研发岗-中心,5K-10K,不限,硕士,山东省计算中心,事业单位,100-499人,公务员/事业单位/科研机构,济南
9007,CC711040180J00160294815,算法工程师,8K-10K,无经验,本科,青岛青一融创旅游文化管理有限公司,民营,100-499人,软件/互联网开发/系统集成,青岛
9008,CC857223040J00137279712,项目助理实习,4K-6K,不限,大专,青岛左岸企业营销策划管理有限公司,民营,20-99人,项目管理/项目协调,青岛
9009,CC208259611J00300417902,数据挖掘工程师 ,10K-20K,3-5年,本科,山东精诚电子科技有限公司,民营,100-499人,软件/互联网开发/系统集成,济南
9010,CZ582435380J00200250503,高级生物信息工程师（上海、西安、济南）,7K-10K,1-3年,硕士,上海源兹生物科技有限公司,民营,100-499人,生物/制药/医疗器械,济南
9011,CC290797039J00036011608,电气工程师,6K-12K,5-10年,大专,青岛万龙高新科技集团有限公司,民营,100-499人,电子/电器/半导体/仪器仪表,青岛
9012,CZ544015880J00160015412,前端开发工程师,10K-15K,3-5年,本科,山东语立信息科技有限公司,民营,20人以下,软件/互联网开发/系统集成,青岛
9013,CZ552950780J00149669515,后端开发工程师,6K-10K,3-5年,大专,山东旭博智能工程有限公司,不限,20-99人,软件/互联网开发/系统集成,青岛
9014,CC385414383J00353172507,语义分析/机器学习,5K-10K,1-3年,本科,山东软研教育科技有限公司,民营,20人以下,咨询/顾问/调研/数据分析,济南
9015,CC426515234J00029012514,JAVA开发工程师,6K-12K,3-5年,大专,山东云天安全技术有限公司,民营,100-499人,软件/互联网开发/系统集成,济南
9016,CC616496127J00311961905,产品软件开发工程师,8K-12K,3-5年,本科,山东瑞中智能科技股份有限公司,民营,20人以下,硬件开发,济南
9017,CC120205180J00058492115,大数据应用开发工程师,10K-15K,1-3年,本科,曙光信息产业（北京）有限公司,国企,1000-9999人,软件/互联网开发/系统集成,青岛
9018,CC298116912J00170765904,大数据分析工程师 ,8K-10K,1-3年,本科,烟台华莱数据技术有限公司,民营,20-99人,互联网产品/运营管理,烟台
9019,CC120205182J00055335015,大数据实施运维工程师,10K-15K,3-5年,本科,曙光信息产业（北京）有限公司,国企,1000-9999人,IT运维/技术支持,青岛
9020,CC181976013J00296421402,高级前端工程师,12K-15K,3-5年,本科,青岛思普润水处理股份有限公司,股份制企业,100-499人,软件/互联网开发/系统集成,青岛
9021,CC457001630J00163650414,软件开发,4K-8K,不限,大专,青岛恒信汇金资产管理有限公司,民营,100-499人,软件/互联网开发/系统集成,青岛
9022,CC345942886J00440336801,人工智能工程师（算法）,8K-12K,1-3年,大专,济宁市聚真宝网络科技有限公司,民营,20-99人,软件/互联网开发/系统集成,济南
9023,CZ731288250J00139621809,IT、计算机、软件开发、CAD制图、机械设计制造、农学园艺、畜牧,10K-15K,不限,大专,烟台和易国际经济技术合作有限公司,民营,20-99人,软件/互联网开发/系统集成,威海
9024,CC367714884J00127633510,智能机器人软件开发工程师,6K-8K,1-3年,本科,青岛天聚电子有限公司,民营,20-99人,软件/互联网开发/系统集成,青岛
9025,CC810384050J00154941009,android开发工程师/ php开发工程师/软件工程师,6K-8K,3-5年,大专,烟台市捷众供应链管理有限公司,外商独资,20-99人,软件/互联网开发/系统集成,烟台
9026,CC848060960J00183420613,软件测试工程师,10K-15K,3-5年,本科,铭数科技(青岛)有限公司,合资,20-99人,IT质量管理/测试/配置管理,青岛
9027,CC120205182J00120820015,数据分析师（青岛）,7.2K-14.4K,1-3年,本科,曙光信息产业（北京）有限公司,国企,1000-9999人,咨询/顾问/调研/数据分析,青岛
9028,CC445066231J00102654809,算法工程师,15K-25K,3-5年,本科,山东平伟医疗技术有限公司,民营,100-499人,软件/互联网开发/系统集成,济南
9029,CC120790975J00195560202,数据管理工程师(J10153),7K-12K,1-3年,本科,山东世纪开元电子商务集团有限公司,民营,1000-9999人,软件/互联网开发/系统集成,济南
9030,CC609411180J00125906409,php工程师,4K-6K,1-3年,本科,淄博草生堂医疗服务有限公司,合资,20-99人,软件/互联网开发/系统集成,淄博
9031,CC367979817J00230051406,开发工程师（前端+后端）,4K-8K,1-3年,大专,山东企联信息技术股份有限公司,上市公司,100-499人,软件/互联网开发/系统集成,济南
9032,CC147794901J90250475000,嵌入式软件工程师,10K-15K,不限,本科,青岛浩海网络科技股份有限公司,民营,100-499人,软件/互联网开发/系统集成,青岛
9033,CC208259611J00300417702,大数据开发工程师,10K-20K,3-5年,本科,山东精诚电子科技有限公司,民营,100-499人,软件/互联网开发/系统集成,济南
9034,CZ731288250J00139621509,IT、计算机、软件开发、CAD制图、机械设计制造、农学园艺、畜牧,10K-15K,不限,大专,烟台和易国际经济技术合作有限公司,民营,20-99人,软件/互联网开发/系统集成,烟台
9035,CZ731288250J00139621709,IT、计算机、软件开发、CAD制图、机械设计制造、农学园艺、畜牧,10K-15K,不限,大专,烟台和易国际经济技术合作有限公司,民营,20-99人,软件/互联网开发/系统集成,青岛
9036,CZ607268930J00100255512,游戏后端程序开发工程师 程序员,8K-10K,1年以下,大专,青岛奉天万维科技有限公司,民营,20人以下,软件/互联网开发/系统集成,青岛
9037,CC181900029J00073978714,运维工程师,6K-10K,3-5年,本科,北京三未信安科技发展有限公司,民营,100-499人,IT运维/技术支持,济南
9038,CC425772135J00179380906,软件开发工程师（CAE几何建模与网格剖分）,7K-10K,不限,本科,哈尔滨千帆科技有限公司,民营,20-99人,软件/互联网开发/系统集成,青岛
9039,CC354874729J00367863401,算法工程师,6K-10K,1-3年,本科,山东捷讯通信技术有限公司,民营,100-499人,软件/互联网开发/系统集成,威海
9040,CC700281221J00355816703,软件工程师,4K-8K,不限,硕士,青岛世纪杰创医疗科技有限公司,民营,20-99人,软件/互联网开发/系统集成,青岛
9041,CC471789729J00242606905,软件测试工程师,6K-10K,3-5年,本科,济南有人物联网技术有限公司,民营,100-499人,质量管理/安全防护,济南
9042,CZ320133180J00053807407,java开发工程师,4K-8K,1-3年,本科,山东摩西网络科技有限公司,民营,20-99人,软件/互联网开发/系统集成,烟台
9043,CC230821436J90250006000,golang软件工程师,8K-10K,1-3年,学历不限,山东圣运信息技术有限公司,民营,20-99人,软件/互联网开发/系统集成,潍坊
9044,CC457741984J00081518010,嵌入式软件工程师（应用）,6K-12K,3-5年,本科,烟台市广智微芯智能科技有限责任公司,民营,20-99人,软件/互联网开发/系统集成,烟台
9045,CC379503530J00163984209,前端开发工程师（VUE+小程序）,10K-15K,3-5年,本科,青岛绿洲创智科技信息有限公司,民营,20-99人,软件/互联网开发/系统集成,青岛
9046,CC471789729J00281264405,java开发工程师,6K-8K,不限,本科,济南有人物联网技术有限公司,民营,100-499人,软件/互联网开发/系统集成,济南
9047,CC191221623J00162432912,山东---运维工程师,6K-8K,3-5年,本科,北京东方智业文化发展有限责任公司,民营,100-499人,IT运维/技术支持,潍坊
9048,CC137643937J00098396502,生物信息学工程师,8K-16K,不限,硕士,齐鲁医疗投资管理有限公司,国企,100-499人,生物/制药/医疗器械,济南
9049,CC868628280J00163461912,大数据开发工程师,8K-12K,3-5年,本科,腾讯烟台新工科研究院,其它,100-499人,软件/互联网开发/系统集成,烟台
9050,CC313802212J00259682206,运维工程师,4K-6K,1-3年,本科,山东亚华电子股份有限公司,股份制企业,100-499人,IT运维/技术支持,淄博
9051,CC599995535J90250008000,web前端工程师,4K-8K,1-3年,大专,山东盛和宝数据服务有限公司,民营,100-499人,软件/互联网开发/系统集成,济南
9052,CC377258030J00310917907,java开发工程师,5K-8K,1-3年,本科,山东有人信息技术有限公司,民营,100-499人,软件/互联网开发/系统集成,济南
9053,CC542632523J00292061705,Java软件开发工程师-Java /.net ,6K-9K,3-5年,本科,神舟航天软件(济南)有限公司,国企,20-99人,软件/互联网开发/系统集成,济南
9054,CZ624712530J00136646914,量化策略总监/研究员,15K-20K,3-5年,硕士,济南信迹投资有限公司,民营,20-99人,证券/期货/投资管理/服务,济南
9055,CC367979817J00096021406,后端开发工程师（Java/PHP等）,4K-8K,1-3年,本科,山东企联信息技术股份有限公司,上市公司,100-499人,软件/互联网开发/系统集成,济南
9056,CC324628212J00254161506,大数据研发工程师,10K-15K,1-3年,本科,智洋创新科技股份有限公司,民营,100-499人,软件/互联网开发/系统集成,济南
9057,CZ834109450J00149564511,大数据高级运维研发工程师,20K-30K,3-5年,本科,山东天王医康大数据科技有限公司,其它,100-499人,软件/互联网开发/系统集成,潍坊
9058,CC544823128J00068695812,软件工程师,6K-8K,3-5年,本科,淄博百时得能源环保科技有限公司,合资,20-99人,软件/互联网开发/系统集成,淄博
9059,CC703226321J00360007801,算法工程师,8K-16K,不限,硕士,松立控股集团股份有限公司,民营,100-499人,软件/互联网开发/系统集成,青岛
9060,CC814253860J00090326209,阳光软件赴日工程师,20K-40K,不限,大专,阳光软件株式会社,其它,20-99人,软件/互联网开发/系统集成,青岛
9061,CC293836531J90250073000,数据库工程师（ETL）,7K-13K,3-5年,本科,山东海联讯信息科技有限公司,股份制企业,100-499人,软件/互联网开发/系统集成,济南
9062,CC208259611J90250337000,实施工程师,3.5K-7K,1-3年,大专,山东精诚电子科技有限公司,民营,100-499人,客服/售前/售后技术支持,济南
9063,CC232191017J90250732000,大数据研发工程师,8K-12K,3-5年,大专,山东新网格信息技术有限公司,民营,20-99人,软件/互联网开发/系统集成,济南
9064,CC844719990J00134850412,运维工程师,8K-10K,不限,大专,山东极云信息技术有限公司,民营,20人以下,IT运维/技术支持,济南
9065,CC369864216J00277230306,Linux软件工程师,10K-15K,3-5年,本科,青岛美凯麟科技股份有限公司,民营,20-99人,软件/互联网开发/系统集成,青岛
9066,CC490680388J00082525014,算法工程师,8K-15K,1-3年,本科,北京国电海通科技发展有限公司济南分公司,民营,100-499人,软件/互联网开发/系统集成,济南
9067,CC422294580J00098749714,初级软件开发,3K-5K,不限,本科,烟台星商电子商务有限公司,民营,100-499人,软件/互联网开发/系统集成,烟台
9068,CC426515234J00158442614,初级渗透测试工程师,8K-10K,1-3年,学历不限,山东云天安全技术有限公司,民营,100-499人,IT运维/技术支持,济南
9069,CZ747991700J00155080214,爬虫工程师,6K-8K,3-5年,大专,临沂双击科技有限公司,合资,100-499人,软件/互联网开发/系统集成,临沂
9070,CC144937779J00247594202,智能机器人研发工程师,10K-15K,3-5年,本科,青岛通产智能科技股份有限公司,股份制企业,100-499人,软件/互联网开发/系统集成,青岛
9071,CC442691281J00084603110,高级系统运维工程师,6K-12K,3-5年,本科,山东正心医疗科技有限公司,民营,20-99人,IT运维/技术支持,烟台
9072,CZ552950780J00160721415,运维工程师,5K-10K,1-3年,大专,山东旭博智能工程有限公司,不限,20-99人,IT运维/技术支持,东营
9073,CZ320133180J00053479707,大数据高级开发工程师,6K-10K,3-5年,本科,山东摩西网络科技有限公司,民营,20-99人,软件/互联网开发/系统集成,烟台
